,canon_smiles,good
96,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0
922,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](C)O)N(C)C1.Cl,0
873,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0
156,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@@]3(O)CC,0
419,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@]4(F)[C@H](O)C[C@]3(C)[C@@]2(C(=O)CO)O1,0
1609,CN1CCCN(C(=O)c2cccc(-c3ccc(/C=C4/C(=O)Nc5ccc(Cl)cc54)o3)c2)CC1.Cl,0
477,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,0
962,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,0
668,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@H](C(=O)O)N2C1=O.O,0
1083,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,0
1604,Cc1cccc(CC(=O)N2CCc3c2ccc(-c2cn(C)c4ncnc(N)c24)c3F)n1,0
1249,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,0
447,CCOC(=O)O[C@@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3[C@H](O)C[C@@]21C,0
1319,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],0
178,N[C@@H]1CCCC[C@H]1N.O=C([O-])C(=O)[O-].[Pt+2],0
390,CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@H]1C(=O)Nc2ccccc2-c2ccccc21,0
578,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,0
1181,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,0
1649,CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O,0
1007,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,0
1671,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1=Cc1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,0
855,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,0
1356,C=CCNC(N)=S,0
906,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,0
998,CCC(=O)O[C@@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@H](O)C[C@@]21C,0
664,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],0
142,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,0
1465,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0
1378,C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2OC(=O)CCC1CCCC1,0
421,O=c1ncnc2[nH][nH]cc1-2,0
636,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,0
1355,C[C@H]1O[C@@H](O[C@@H]2C[C@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@@H](O)[C@H](O)[C@H]1O.O.O.O.O.O.O.O.O,0
799,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,0
1029,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1.Cl,0
615,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,0
294,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1.Cl.Cl,0
1402,COc1ccc(O)cc1,0
1834,O=C(NCCO)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,0
88,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,0
41,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,0
1739,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,0
1863,Br.Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,0
131,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,0
923,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl,0
1387,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0
1265,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,0
1789,O=C(O)/C(S)=C/c1c[nH]c2ccc(F)cc12,0
1447,OCC(O)CN1CCN(c2ccccc2)CC1,0
164,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,0
724,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1.Cc1ccc(S(=O)(=O)O)cc1,0
290,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0
1100,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,0
1483,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,0
1828,Cc1c(C(=O)Nc2ccc(N3CCC(N4CCOCC4)CC3)c(C#N)c2)cnn1-c1ccc(Cl)cc1,0
939,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,0
778,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,0
839,CC1(C)CCC[C@@]2(C)[C@H]3CC(=O)O[C@]3(C)CC[C@@H]12,0
348,C[C@@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0
1874,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O,0
571,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\[N-][C@@](C)([C@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H](n6cnc7cc(C)c(C)cc76)O[C@H]1CO)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O.N#C[Co+2],0
943,NC(=O)c1ncn([C@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,0
1819,Cc1[nH]c2ccccc2c1CCNC(=O)c1cccs1,0
1417,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0
1538,CN(CCCl)CCCl.Cl,0
1731,O=C(/C=C/c1ccc2ccccc2n1)c1ccncc1,0
1299,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN.Cl,0
458,Nc1ccc(S(N)(=O)=O)cc1,0
375,Cl.O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,0
333,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,0
1117,O=C(Nc1ccccc1Br)N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1,0
1792,CC(C)CC(CC(=O)NO)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@@H](C)C(=O)NCCN,0
1406,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.[Na+],0
816,O.O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,0
1073,N#Cc1c(O)c2c(-c3ccc(-c4ccccc4O)cc3)csc2[nH]c1=O,0
925,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl.Cl,0
1791,O=S(=O)(CC1CS1)c1ccc(Oc2ccccc2)cc1,0
1856,N#CC(C#N)=Cc1ccc(O)c(O)c1,0
1859,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,0
1084,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,0
328,O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F,0
1883,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,0
318,O=C1c2ccccc2-c2n[nH]c3cccc1c23,0
1851,COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12,0
1307,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,0
1673,CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,0
167,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0
12,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0
171,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,0
649,C[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O,0
260,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)[O-])c2)c(OC)c1.[Na+],0
1170,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,0
1358,O=S(=O)([O-])Oc1ccc(C(c2ccc(OS(=O)(=O)[O-])cc2)c2ccccn2)cc1.[Na+].[Na+],0
672,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl,0
258,O=C1NC(=O)/C(=C/c2ccc3nccc(-c4ccncc4)c3c2)S1,0
844,CNCC(O)c1ccc(O)cc1,0
867,Br.CCN1C[C@]2(OC(=O)c3ccccc3NC(C)=O)CC[C@@H](OC)[C@]34C1[C@@H](C[C@H]23)[C@@]1(O)C[C@H](OC)[C@H]2C[C@H]4[C@]1(O)[C@H]2OC,0
1151,Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,0
138,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,0
893,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,0
1773,O=C(c1cncc(Br)c1)N1CCC(N2CCCC2)CC1,0
549,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0
1259,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1.[Br-],0
1475,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,0
1258,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,0
1586,C[C@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,0
558,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,0
139,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,0
1675,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1.CS(=O)(=O)O,0
531,O=C(O)CSCC(=O)NC1CCSC1=O,0
224,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0
723,Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1.Cl,0
786,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccccc12,0
1660,O=C(NC(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1,0
1511,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,0
409,Nc1nc2ccc(OC(F)(F)F)cc2s1,0
325,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,0
1058,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl,0
299,CN1c2ccccc2C(NCCCCCCC(=O)[O-])c2ccc(Cl)cc2S1(=O)=O.[Na+],0
1223,Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1.Cl,1
1331,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1.CS(=O)(=O)O,0
25,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,0
1793,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,0
714,CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@@H]21,0
1780,CC(C)CCNC(=O)C(CC(C)C)NC(=O)C1OC1C(=O)O,0
193,CC[C@]1(O)C[C@@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@@H]3C45CCN4CC=C[C@](CC)([C@H]45)[C@H](OC(C)=O)[C@]3(O)C(=O)OC)C2)C1,0
440,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@H](c2ccc(O)cc2)N1c1ccc(F)cc1,0
573,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,0
503,NC(=O)c1cnccn1,0
605,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0
1924,C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,1
1121,Cc1cnc(-c2cc(N3CCN(C(=O)CCS(C)(=O)=O)CC3)ncc2Cl)c(C)c1,0
1922,CNC1CC(N)C(O)C(OC2OC(CO)C(O)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC23)C1O,1
846,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,0
3,C[C@@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,0
1107,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@@H]1OC(C)=O,0
1179,O=C(Nc1cccc(Cl)c1)c1ccccn1,0
467,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,0
321,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,0
5,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,0
222,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0
1323,CNCC(=O)c1ccc(O)c(O)c1.Cl,0
547,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,0
228,O=c1[nH]c(=O)n([C@@H]2C[C@H](O)[C@@H](CO)O2)cc1F,0
39,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,0
542,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@@]21C,0
242,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0
898,O=c1[nH]cnc2c1ncn2[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0
1091,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,0
136,C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,0
1463,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,0
1694,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1,0
1519,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,0
1263,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0
829,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C\CC[C@@]1(C)O[C@@H]21,0
445,Nc1nc(=O)[nH]cc1F,0
842,COc1cc(C2Oc3ccc(C4Oc5cc(O)cc(O)c5C(=O)C4O)cc3OC2CO)ccc1O,0
1287,Cc1ncc(CO)c(CO)c1O.Cl,0
1801,CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1,0
1112,Cn1cnc(N)c2ncnc1-2,0
1761,C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F,0
581,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0
1702,Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1,0
1898,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,1
661,Cl.O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,0
436,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,0
1790,COCCOc1nc(-c2ccc(Cl)c(Cl)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,0
376,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,0
1425,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1[O-].[Na+],0
965,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,0
1283,O=c1cc[nH]c(=S)[nH]1,0
314,COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(-c2nnco2)cc1,0
1738,O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ccc(-c2ccccc2)cn1,0
442,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0
1103,O=C(NC1CCOCC1)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,0
319,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,0
281,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1.O=C(O)CC(O)C(=O)O,0
691,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12.Cl,0
1642,COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,0
1452,CC[C@@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C1CN=C([C@H](N)C(C)C)S1)C(=O)N[C@@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@H](C)CC)NC(=O)[C@@H](CCCN)NC1=O,0
424,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@H]2OC(C)C[C@@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0
553,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1.Cl,0
594,COc1c2occc2cc2ccc(=O)oc12,0
1892,COc1ccc(C2=N[C@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,0
368,CCC[C@H](NC(=O)[C@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,0
1436,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21.CS(=O)(=O)O.O.O,0
1340,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,0
622,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1,0
1128,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,0
1560,CN(C)CCOC(=O)COc1ccc(Cl)cc1.Cl,0
988,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,0
227,C/C(=C\c1csc(C)n1)[C@H]1C[C@@H]2O[C@@H]2CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@H](O)CC(=O)O1,0
1449,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],0
1161,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,0
1280,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,0
1057,Cl.Cl.OC(CN1CCN(c2cccc(Cl)c2)CC1)C(c1ccccc1)c1ccccc1,0
66,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](CN2CCCC2)C1,0
393,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0
579,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,0
24,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21.O=P(O)(O)O.O=P(O)(O)O,0
211,O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3cnc[nH]3)n2)c1)N1CCCC1,0
1774,Cl.NCCc1ccc(S(=O)(=O)F)cc1,0
144,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0
536,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,0
811,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@@H]5O[C@]54[C@@]2(C)C(=O)C[C@@H]13,0
1078,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,0
1034,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,0
85,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,0
1740,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(N)=O)c1nnc(C)n1-2,0
272,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,0
952,Cl.c1ccc2c(CC3=NCCN3)cccc2c1,0
1271,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,0
1333,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,0
1033,COc1cc[nH]c2ncc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)c1-2,0
1742,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,0
630,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1.Cl,0
984,CC(=O)OCC(=O)[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3C(=O)C[C@@]21C,0
1322,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,0
1804,CCNC(=O)C1=C(c2ccc(OC)cc2)C(=C2C=C(Cl)C(O)=CC2=O)NN1,0
1027,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,0
1619,CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1.Cl,0
1102,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1.O=C(O)/C=C\C(=O)O,0
505,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
273,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0
1004,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,0
