,canon_smiles,good
507,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,0
1875,CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S,0
362,CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,0
1557,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1.Cl,0
1110,Cn1cc(-c2ccc3ncc(Cc4ccc5ncccc5c4)n3n2)cn1,0
1026,COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,0
1284,CCOC(=O)CC(=O)N1CCSC1COc1ccccc1OC,0
1304,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC.Cl,0
1202,COc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,0
665,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,0
364,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,0
77,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,0
27,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,0
1385,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@H]2CC[C@@]3(C)[C@@H](CC[C@]34CCC(=O)O4)[C@@H]21,0
525,Cc1cnc(C(=O)O)c[n+]1[O-],0
1770,O=C(O)C(Cc1ccccc1N(O)O)=NNC1=NC(c2ccc(Cl)c(Cl)c2)CS1,0
55,CCOC(=O)C1=C(N)Oc2ccc(Br)cc2[C@H]1[C@H](C#N)C(=O)OCC,0
638,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,0
302,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,0
718,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,0
624,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,0
7,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,0
803,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,0
336,COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1,0
47,COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,0
1428,C[C@H]1CNCCc2ccc(Cl)cc21.Cl,0
106,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1.Cl,0
349,CCCCC[C@H](O)/C=C/[C@H]1[C@H](CCCCCCC(=O)O)C(=O)C[C@@H]1O,0
238,CC1=NN(c2ccccc2)C(=O)C1,0
213,CN(C)c1nc(N(C)C)nc(N(C)C)n1,0
1657,CC(=O)c1cc([N+](=O)[O-])c(Sc2ccc(F)cc2F)s1,0
1096,O=C1NCCc2[nH]c(-c3ccncc3)cc21,0
793,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,0
1233,CC(=O)N[C@@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,0
1616,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,0
523,NC(=O)c1ncn([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c1N,0
232,S=c1nc[nH]c2nc[nH]c12,0
644,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,0
1456,CCNCC.O=S(=O)(O)c1cc(O)ccc1O,0
533,O=C(Nc1ccc2c(=O)cc(-c3nnn[nH]3)oc2c1)c1ccc(OCCCCc2ccccc2)cc1,0
1457,O=c1[nH]c2cc(Cl)ccc2o1,0
603,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0
1206,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,0
1713,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,0
60,Cl.Cl.NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,0
1537,c1ccc2c(c1)Nc1ccccc1S2,0
92,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O.Cl,0
666,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl,0
280,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,0
1536,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0
359,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1,0
1087,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,0
1493,Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0
847,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,0
1326,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,0
110,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,0
42,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,0
125,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,0
204,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0
52,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,0
545,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0
68,CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12,0
1094,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,0
1494,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl,0
183,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,0
137,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,0
899,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0
796,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,0
132,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,0
80,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,0
1488,Nc1nc2[nH]nnc2c(=O)[nH]1,0
541,O=NN(CCCl)C(=O)NC1CCCCC1,0
1541,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0
983,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl,0
165,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,0
248,C[C@H]1C(=O)O[C@H]2[C@@H](O)C34[C@@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@H]6O)O[C@]4(C(=O)O5)[C@@]12O,0
446,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0
1106,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,0
858,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0
1182,CN1CCN(c2nc3ccccc3nc2Cl)CC1,0
97,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,0
1902,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl,1
737,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,0
1208,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,0
102,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,0
434,Nc1ncnc2c1ncn2[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0
74,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,0
1729,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,0
1568,C[C@@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@H]3C[C@@H](O)[C@]3(C)[C@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O)[C@@H](C)O2)[C@@H](C)O1,0
918,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],0
1654,CCOC(=O)c1ccc(N2NC(=O)/C(=C/c3ccc([N+](=O)[O-])o3)C2=O)cc1,0
1615,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,0
1566,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0
762,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,0
989,CC(=O)O[C@@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@@]21C,0
388,Cl.O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0
235,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)CC[C@@H]12,0
1455,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0
267,C#C[C@@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21CC,0
1144,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@@H]3O)CC1)c1ccc(Cl)cc1,0
117,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,0
1552,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0
673,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0
249,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0
1401,CC(C)NCC(O)COc1cccc2ccccc12.Cl,0
1923,CN(CCC(N)CC(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N,1
94,Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1,0
33,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,0
1412,CCC(=O)O[C@@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@H](O)C[C@@]21C,0
1612,COC[C@H](NC(=O)c1cnc(C)s1)C(=O)N[C@@H](COC)C(=O)N[C@@H](Cc1ccccc1)C(=O)C1(C)CO1,0
448,NCCCCCC(=O)O,0
716,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1.Cl.O,0
1216,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,0
1466,Nc1nc(N)nc(NC2CC2)n1,0
0,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,0
1324,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)C=CC(=O)O.O=C(O)C=CC(=O)O,0
1101,COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1C,0
1108,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,0
82,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,0
1239,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,0
676,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,0
1709,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,0
1046,O=C1[C@@H](Cc2ccc(O)cc2)N2C(=O)CCN(C(=O)NCc3ccccc3)[C@H]2CN1Cc1cccc2ccccc12,0
770,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,0
1710,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N1CC(F)(F)C1,0
1232,Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,0
1769,CNc1nc(Nc2cnn([C@H]3CCN(C4COC4)C[C@H]3F)c2Cl)ncc1C(F)(F)F,0
1903,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,1
404,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],0
1668,c1cc(-c2cnn3cc(-c4ccc(N5CCNCC5)cc4)cnc23)c2cccnc2c1,0
1669,COc1ccc(-c2cnc3c(-c4cccc5ncccc45)cnn3c2)cc1,0
1289,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0
104,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,0
688,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2.Cl,0
1255,c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1,0
826,COc1ccc2ccc(=O)oc2c1CC=C(C)C,0
62,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,0
852,COc1cc(CCC(C)=O)ccc1O,0
1302,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,0
223,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,0
145,C/C(=C\C(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1,0
1088,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,0
373,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,0
1667,CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1,0
1142,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,0
1763,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O.Cl,0
1591,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,0
1547,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)[O-])cc2)c1.[Na+],0
1222,O=C(/C=C/c1ccccc1)NC(NC(=S)Nc1cccc2cccnc12)C(Cl)(Cl)Cl,0
9,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,0
449,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,0
708,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,0
255,CCN(CC)CC(=O)Nc1c(C)cccc1C,0
882,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,0
389,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,0
908,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,0
924,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,0
1646,Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,0
1251,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,0
460,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,0
1221,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,0
1168,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0
958,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@H](N(C)C)[C@@H]3[C@H](O)[C@H]12.Cl,0
501,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
739,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1,0
1785,COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@H]2CO)cc1.Cl.Cl,0
868,C[C@@H]1O[C@@H](O[C@@H]2[C@H](Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0
731,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,0
539,CCCS(=O)c1ccc2nc(NC(=O)OC)[nH]c2c1,0
697,COc1ccc([C@H]2CNC(=O)C2)cc1OC1CCCC1,0
1341,CC(C)[C@@]12O[C@@H]1[C@@H]1O[C@]13[C@]1(O[C@@H]1C[C@@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2O,0
1368,C=C1CC[C@@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,0
1145,Cc1cccc(C#Cc2ccccc2)n1,0
1031,Cl.O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,0
372,Cc1cc(NC(=O)Nc2ccc(N(C)C)cc2)c2cc(F)cc(F)c2n1,0
667,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0
1474,O=c1cc[nH]c(=O)[nH]1,0
357,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,0
967,Cc1ncc([N+](=O)[O-])n1CC(C)O,0
783,O=C(O)/C=C/c1ccc(O)c(O)c1,0
735,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCO)cc23)c1.Cl,0
1035,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,0
970,Cl.N=C(N)NC(=N)NCCc1ccccc1,0
1473,NC(CO)(CO)CO,0
1435,Cl.Cl.NCCc1c[nH]cn1,0
1472,N=C(N)NS(=O)(=O)c1ccc(N)cc1,0
1662,O=C(O)c1ccc(/C=C2/SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1,0
1680,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,0
1658,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0
885,CC(=O)O[C@@]12CO[C@@H]1C[C@@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,0
79,CCO.N#CC(=C(/N)Sc1ccccc1N)/C(C#N)=C(/N)Sc1ccccc1N,0
1172,S=C=Nc1cccc(NC(=S)NCCCCNC(=S)Nc2cccc(N=C=S)c2)c1,0
814,O=C1CCC[C@@H]2[C@@H]3CCCN4CCC[C@H](CN12)[C@@H]34,0
1236,CC1(C)S[C@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0
671,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,0
1480,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,0
57,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,1
133,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,0
1140,C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@]2(C)C(n3cnc4ccccc43)=CCC12,0
933,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0
1627,C[C@@]12C(=O)N(c3ccc(C(=O)Nc4cccc5cccnc45)cc3)C(=O)[C@@H]1[C@H]1C=C[C@H]2C1,0
823,CC1(C)C[C@@H]2C3=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CCC2[C@H](C(=O)O)C1,0
1214,Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,0
504,O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0
1712,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,1
347,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0
386,C[C@@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@H](C)O1,1
1024,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,0
894,COc1cc(C(C)=O)ccc1O,0
828,COc1ccc(C(C)=O)c(O)c1,0
1825,Cc1ccc(CNc2ncnc3ccc(-c4ccc(CO)o4)cc23)o1,0
475,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0
1419,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@]4(F)[C@H](O)C[C@]3(C)[C@@]2(C(=O)CCl)O1,0
1345,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0
652,O=c1cc(O)c(Cl)c[nH]1,0
172,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,0
1149,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,0
38,O=C(CCCCCCC(=O)Nc1ccccc1)NO,0
713,CCc1cncnc1N1CCN(Cc2nc3cc(C(F)(F)F)ccc3[nH]2)CC1,0
90,Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,0
1866,COc1cc2ncc(-c3ccccc3)nc2cc1OC,0
1205,Cc1ccc(-n2sc(=O)n(Cc3ccc(F)cc3)c2=O)cc1,0
875,OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0
1328,CC1(C)SC2C(NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O.[Na].[Na],0
1093,Cn1cc(-c2cnn3c(N)c(Br)c([C@@H]4CCCNC4)nc23)cn1,1
1155,O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,0
1381,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,0
1887,Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1,0
499,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0
338,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,0
1188,O=C1Nc2ccc(I)cc2/C1=C\c1cc(Br)c(O)c(Br)c1,0
28,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,0
1217,CCCC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,0
1274,COc1cc(C=O)ccc1O,0
1757,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,0
945,Br.CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0
169,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0
1353,CN1C2CCC1CC(OC(=O)[C@H](CO)c1ccccc1)C2,0
1197,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,0
1253,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1.O=S(=O)(O)c1ccccc1,0
912,CCCN[C@H]1CCc2nc(N)sc2C1,0
491,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0
953,CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0
1097,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,0
1032,NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1,0
587,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,0
750,CCO[C@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(N)c(Cl)c1)C(C)(C)C,0
657,CC(S)C(=O)NCC(=O)O,0
234,Cc1noc(-c2ccc(CSCCC(=O)O)cc2)c1NC(=O)OC(C)c1ccccc1Cl,0
